periodo,ibovespa,,Vale,,Petrobras4
14/06/2005,"25744,00",,"13,3",,"10,98"
15/06/2005,"25481,00",,"13,33",,"11,07"
16/06/2005,"25750,00",,"13,58",,"11,25"
17/06/2005,"26092,00",,"13,82",,"11,47"
20/06/2005,"26045,00",,"13,57",,"11,64"
21/06/2005,"25721,00",,"13,29",,"11,6"
22/06/2005,"25678,00",,"13,31",,"11,72"
23/06/2005,"24815,00",,"12,83",,"11,53"
24/06/2005,"24916,00",,"12,67",,"11,35"
27/06/2005,"25225,00",,"13,04",,"11,81"
28/06/2005,"25261,00",,"13,33",,"11,66"
29/06/2005,"25126,00",,"13,16",,"11,56"
30/06/2005,"25051,00",,"13,19",,"11,43"
01/07/2005,"25311,00",,"13,45",,"11,75"
04/07/2005,"25044,00",,"13,48",,"11,74"
05/07/2005,"26674,00",,"13,33",,"11,86"
06/07/2005,"24516,00",,"13,52",,"11,82"
07/07/2005,"24449,00",,"13,67",,"11,57"
08/07/2005,"24422,00",,"14,19",,"11,78"
11/07/2005,"25015,00",,"14,18",,"11,72"
12/07/2005,"25536,00",,"14,22",,"11,94"
13/07/2005,"25855,00",,"14,44",,"11,92"
14/07/2005,"25519,00",,"14,34",,"11,72"
15/07/2005,"25221,00",,"13,92",,"11,38"
18/07/2005,"25321,00",,"13,95",,"11,3"
19/07/2005,"25270,00",,"14,26",,"11,35"
20/07/2005,"25704,00",,"14,52",,"11,39"
21/07/2005,"25842,00",,"14,82",,"11,55"
22/07/2005,"25391,00",,"14,95",,"11,71"
25/07/2005,"24530,00",,"14,82",,"11,46"
26/07/2005,"24868,00",,"14,91",,"11,5"
27/07/2005,"25337,00",,15,,"11,8"
28/07/2005,"26068,00",,"15,12",,"11,99"
29/07/2005,"26042,00",,"14,88",,"11,83"
01/08/2005,"26298,00",,"15,02",,"12,08"
02/08/2005,"26788,00",,"15,32",,"12,35"
03/08/2005,"26714,00",,"15,36",,"12,41"
04/08/2005,"26469,00",,"15,12",,"12,29"
05/08/2005,"26517,00",,"15,05",,"12,39"
08/08/2005,"26711,00",,"15,49",,"12,64"
09/08/2005,"27291,00",,"15,78",,"12,84"
10/08/2005,"27116,00",,"15,82",,"12,9"
11/08/2005,"26633,00",,"15,62",,"13,05"
12/08/2005,"26950,00",,"15,69",,"13,28"
15/08/2005,"27375,00",,"15,93",,"13,35"
16/08/2005,"27080,00",,"15,56",,"13,11"
17/08/2005,"27416,00",,"15,52",,"12,82"
18/08/2005,"26899,00",,"15,28",,"12,83"
19/08/2005,"26643,00",,"15,45",,"13,01"
22/08/2005,"27260,00",,"15,83",,"13,26"
23/08/2005,"26769,00",,"15,54",,"13,07"
24/08/2005,"26712,00",,"15,22",,"13,43"
25/08/2005,"27401,00",,"15,62",,"13,48"
26/08/2005,"27094,00",,"15,58",,"13,22"
29/08/2005,"27384,00",,"15,76",,"13,51"
30/08/2005,"27603,00",,"15,71",,"13,78"
31/08/2005,"28044,00",,"15,73",,"14,11"
01/09/2005,"27962,00",,"15,88",,"14,02"
02/09/2005,"28319,00",,"16,2",,"13,94"
05/09/2005,"28522,00",,"16,45",,"14,1"
06/09/2005,"28854,00",,"16,47",,"14,21"
08/09/2005,"28828,00",,"16,39",,"14,21"
09/09/2005,"29307,00",,"16,71",,"14,7"
12/09/2005,"29086,00",,"16,64",,"14,77"
13/09/2005,"28873,00",,"16,47",,"14,61"
14/09/2005,"29049,00",,"16,62",,"14,83"
15/09/2005,"29366,00",,"16,96",,"14,9"
16/09/2005,"29815,00",,"17,77",,"15,09"
19/09/2005,"30076,00",,"17,66",,"15,48"
20/09/2005,"30058,00",,"17,67",,"15,49"
21/09/2005,"30837,00",,"18,5",,"16,07"
22/09/2005,"30678,00",,"18,58",,"15,64"
23/09/2005,"31294,00",,"18,93",,"15,54"
26/09/2005,"31141,00",,"19,07",,"15,29"
27/09/2005,"30874,00",,19,,"15,62"
28/09/2005,"31317,00",,"19,14",,"15,81"
29/09/2005,"31208,00",,"19,27",,"15,43"
30/09/2005,"31583,00",,"19,31",,"15,48"
03/10/2005,"31856,00",,"19,29",,"15,62"
04/10/2005,"31283,00",,"18,95",,"15,03"
05/10/2005,"30163,00",,"17,86",,"14,22"
06/10/2005,"29227,00",,"17,26",,"13,68"
07/10/2005,"29972,00",,"17,42",,"13,77"
10/10/2005,"30277,00",,"18,12",,"13,68"
11/10/2005,"30614,00",,"18,33",,"13,94"
13/10/2005,"29880,00",,"17,53",,"13,64"
14/10/2005,"29770,00",,"17,72",,"13,54"
17/10/2005,"30241,00",,"17,76",,"13,96"
18/10/2005,"29067,00",,"17,28",,"13,19"
19/10/2005,"29297,00",,"17,34",,"13,46"
20/10/2005,"28344,00",,"16,78",,"12,8"
21/10/2005,"29175,00",,"17,47",,"13,28"
24/10/2005,"29834,00",,"18,12",,14
25/10/2005,"29498,00",,"17,77",,"13,95"
26/10/2005,"29729,00",,"18,07",,"13,9"
27/10/2005,"29132,00",,"17,9",,"13,48"
28/10/2005,"29318,00",,"18,05",,"13,52"
31/10/2005,"30193,00",,"18,8",,"13,99"
01/11/2005,"30899,00",,"19,26",,"14,21"
03/11/2005,"31099,00",,"19,53",,"14,59"
04/11/2005,"30887,00",,"19,19",,"14,18"
07/11/2005,"30952,00",,"19,36",,"14,04"
08/11/2005,"30970,00",,"19,25",,"14,28"
09/11/2005,"30666,00",,"19,07",,"14,26"
10/11/2005,"30724,00",,"18,68",,"13,81"
11/11/2005,"30510,00",,"18,63",,"13,4"
14/11/2005,"30218,00",,"18,6",,"13,5"
16/11/2005,"30482,00",,"18,82",,"13,9"
17/11/2005,"31087,00",,"19,27",,"14,11"
18/11/2005,"31102,00",,"19,26",,"14,2"
21/11/2005,"31110,00",,"19,16",,"14,35"
22/11/2005,"31489,00",,"19,49",,"14,84"
23/11/2005,"31942,00",,"19,81",,15
24/11/2005,"31944,00",,"19,51",,"14,87"
25/11/2005,"31919,00",,"19,55",,"14,88"
28/11/2005,"31357,00",,"19,18",,"14,33"
29/11/2005,"31651,00",,"19,2",,"14,61"
30/11/2005,"31916,00",,"19,03",,"14,87"
01/12/2005,"32617,00",,"19,55",,"15,2"
02/12/2005,"32832,00",,"19,53",,"15,45"
05/12/2005,"32701,00",,"19,29",,"15,41"
06/12/2005,"33223,00",,"18,95",,"15,6"
07/12/2005,"32756,00",,"18,29",,"15,47"
08/12/2005,"32480,00",,"18,27",,"15,61"
09/12/2005,"32921,00",,"18,78",,"15,67"
12/12/2005,"32970,00",,"18,78",,"15,76"
13/12/2005,"33419,00",,"19,07",,"15,87"
14/12/2005,"33629,00",,"19,07",,16
15/12/2005,"33193,00",,"18,73",,"15,76"
16/12/2005,"33291,00",,"18,9",,"15,76"
19/12/2005,"33005,00",,"18,85",,"15,76"
20/12/2005,"33066,00",,"18,91",,"15,76"
21/12/2005,"33517,00",,"19,06",,"15,98"
22/12/2005,"33512,00",,"19,04",,"16,02"
23/12/2005,"33331,00",,"18,88",,"15,91"
26/12/2005,"33297,00",,"18,86",,"15,87"
27/12/2005,"33370,00",,"18,79",,"15,76"
28/12/2005,"33138,00",,"18,92",,"16,02"
29/12/2005,"33455,00",,"18,98",,"16,16"
02/01/2006,"33507,00",,"19,05",,"16,76"
03/01/2006,"34540,00",,"19,86",,"17,3"
04/01/2006,"35002,00",,"20,08",,"17,37"
05/01/2006,"34936,00",,"20,22",,"17,34"
06/01/2006,"35475,00",,"20,19",,"17,99"
09/01/2006,"35337,00",,"20,15",,"17,98"
10/01/2006,"35049,00",,"20,29",,"18,01"
11/01/2006,"35952,00",,"20,82",,"18,62"
12/01/2006,"35779,00",,"20,9",,"18,78"
13/01/2006,"35897,00",,"20,97",,"18,75"
16/01/2006,"36533,00",,"21,31",,"19,13"
17/01/2006,"36119,00",,"21,2",,"18,85"
18/01/2006,"35805,00",,"20,9",,"18,65"
19/01/2006,"36858,00",,"21,52",,"19,23"
20/01/2006,"36694,00",,"21,28",,"19,47"
23/01/2006,"36631,00",,"21,05",,"19,68"
24/01/2006,"37399,00",,"21,58",,"20,04"
26/01/2006,"38014,00",,"21,81",,"20,02"
27/01/2006,"37822,00",,"21,89",,"19,81"
30/01/2006,"38242,00",,"21,86",,"20,39"
31/01/2006,"38382,00",,"22,17",,"20,68"
01/02/2006,"38484,00",,"22,06",,"20,58"
02/02/2006,"37304,00",,"21,31",,"19,68"
03/02/2006,"37261,00",,"20,95",,"19,45"
06/02/2006,"37321,00",,"21,03",,"19,96"
07/02/2006,"36561,00",,"20,52",,"19,09"
08/02/2006,"36499,00",,"20,19",,"18,72"
09/02/2006,"36882,00",,"20,34",,"18,58"
10/02/2006,"36975,00",,"19,76",,"18,2"
13/02/2006,"36113,00",,"19,27",,"17,96"
14/02/2006,"36626,00",,"19,47",,"18,01"
15/02/2006,"37239,00",,"19,9",,"18,11"
16/02/2006,"38256,00",,"19,64",,"18,98"
17/02/2006,"38421,00",,"19,7",,"19,37"
20/02/2006,"38539,00",,"19,45",,"19,69"
21/02/2006,"38165,00",,"19,82",,"19,4"
22/02/2006,"38246,00",,"19,92",,"19,16"
23/02/2006,"38405,00",,"20,29",,"19,36"
24/02/2006,"38610,00",,"20,49",,"19,71"
01/03/2006,"39177,00",,"20,31",,"19,86"
02/03/2006,"39125,00",,"20,17",,"19,89"
03/03/2006,"39239,00",,"20,15",,"20,02"
06/03/2006,"38353,00",,"19,79",,"19,47"
07/03/2006,"37422,00",,"18,82",,"18,64"
08/03/2006,"37289,00",,"18,71",,"18,52"
09/03/2006,"36312,00",,"18,12",,"18,01"
10/03/2006,"38890,00",,"18,47",,"18,14"
13/03/2006,"36792,00",,"18,78",,"18,34"
14/03/2006,"37541,00",,"19,03",,"19,16"
15/03/2006,"38243,00",,"19,45",,"19,4"
16/03/2006,"38156,00",,"19,21",,"19,23"
17/03/2006,"38049,00",,"19,25",,"18,85"
20/03/2006,"38203,00",,"19,57",,"19,13"
21/03/2006,"37398,00",,"19,32",,"18,83"
22/03/2006,"37850,00",,"19,49",,"18,52"
23/03/2006,"37473,00",,"19,49",,"18,66"
24/03/2006,"37577,00",,"19,98",,"18,68"
27/03/2006,"37641,00",,"20,12",,"18,75"
28/03/2006,"36682,00",,"20,18",,"18,36"
29/03/2006,"37491,00",,"20,73",,"18,89"
30/03/2006,"37776,00",,"21,27",,"18,99"
31/03/2006,"37951,00",,"21,19",,"18,98"
03/04/2006,"38717,00",,"21,33",,"19,47"
04/04/2006,"38802,00",,"21,15",,"19,33"
05/04/2006,"39053,00",,"21,33",,"19,7"
06/04/2006,"39285,00",,"21,28",,"19,83"
07/04/2006,"38926,00",,"21,09",,"19,57"
10/04/2006,"38474,00",,"21,09",,"19,6"
11/04/2006,"37901,00",,"20,72",,"19,4"
12/04/2006,"38427,00",,"20,74",,"19,38"
13/04/2006,"38082,00",,"20,94",,"19,36"
17/04/2006,"38462,00",,"21,13",,"19,66"
18/04/2006,"39572,00",,"21,79",,"20,59"
19/04/2006,"39937,00",,"21,58",,"20,84"
20/04/2006,"39774,00",,"21,48",,"20,67"
24/04/2006,"39751,00",,"22,11",,"20,54"
25/04/2006,"39738,00",,"22,07",,"20,53"
26/04/2006,"40410,00",,"21,71",,"20,69"
27/04/2006,"39751,00",,"21,13",,"20,27"
28/04/2006,"40363,00",,"21,23",,"20,64"
02/05/2006,"41016,00",,"22,09",,"21,01"
03/05/2006,"40919,00",,"21,86",,"20,96"
04/05/2006,"40975,00",,"21,95",,"20,76"
05/05/2006,"41417,00",,"22,18",,"21,2"
08/05/2006,"41515,00",,"22,26",,"21,24"
09/05/2006,"41979,00",,"22,59",,"21,5"
10/05/2006,"41751,00",,"22,5",,"21,41"
11/05/2006,"40847,00",,"22,43",,"21,14"
12/05/2006,"40211,00",,"22,09",,"20,94"
15/05/2006,"39271,00",,"21,23",,"20,41"
16/05/2006,"39416,00",,"20,74",,"20,54"
17/05/2006,"38291,00",,"20,2",,"19,93"
18/05/2006,"37807,00",,"19,67",,"19,42"
19/05/2006,"37733,00",,"19,86",,"19,32"
22/05/2006,"36497,00",,"19,6",,"19,19"
23/05/2006,"36110,00",,"19,28",,"18,98"
24/05/2006,"35791,96",,"19,75",,"19,16"
25/05/2006,"37568,66",,"20,75",,"19,39"
26/05/2006,"38629,71",,"21,3",,"20,09"
29/05/2006,"38145,15",,"21,03",,"19,97"
30/05/2006,"36412,51",,"20,34",,"19,46"
31/05/2006,"36530,04",,"20,22",,"19,65"
01/06/2006,"37748,30",,"20,57",,"19,73"
02/06/2006,"37942,18",,"20,2",,"19,95"
05/06/2006,"36739,86",,"19,82",,"19,2"
06/06/2006,"36557,80",,"19,36",,"18,99"
07/06/2006,"35264,00",,"18,46",,"18,1"
08/06/2006,"35437,78",,"18,32",,"17,99"
09/06/2006,"35074,63",,"18,32",,"17,58"
12/06/2006,"33554,52",,"17,64",,"16,97"
13/06/2006,"32847,61",,"17,04",,"16,3"
14/06/2006,"32941,46",,"17,38",,"17,01"
16/06/2006,"34398,92",,"18,18",,18
19/06/2006,"33897,35",,"17,75",,"17,55"
20/06/2006,"33632,14",,"17,63",,"17,54"
21/06/2006,"34546,64",,"18,59",,"18,05"
22/06/2006,"34316,77",,"18,91",,"18,03"
23/06/2006,"34661,22",,"19,15",,"18,33"
26/06/2006,"34631,00",,"19,41",,"18,32"
27/06/2006,"34375,00",,"18,89",,"18,13"
28/06/2006,"34834,00",,"19,33",,"18,48"
29/06/2006,"36486,67",,"20,06",,"19,19"
30/06/2006,"36630,66",,"20,24",,"19,28"
03/07/2006,"37357,20",,"20,72",,"19,46"
04/07/2006,"37367,34",,"20,75",,"19,38"
05/07/2006,"36378,03",,"20,27",,"19,11"
06/07/2006,"36533,13",,"20,15",,"19,26"
07/07/2006,"36101,98",,"20,07",,"19,11"
10/07/2006,"36140,64",,"20,17",,"19,02"
11/07/2006,"36553,56",,"20,26",,"19,55"
12/07/2006,"36229,71",,"20,05",,"19,56"
13/07/2006,"35354,28",,"19,65",,"19,46"
14/07/2006,"35349,68",,"19,63",,"19,75"
17/07/2006,"34866,31",,"18,96",,"18,89"
18/07/2006,"35130,42",,19,,"18,91"
19/07/2006,"36785,45",,"20,07",,"19,49"
20/07/2006,"35846,84",,"19,27",,"18,91"
21/07/2006,"35510,40",,"18,91",,"18,75"
24/07/2006,"36224,39",,"19,33",,"19,45"
25/07/2006,"36680,83",,"19,8",,"19,65"
26/07/2006,"36594,30",,"19,51",,"19,74"
27/07/2006,"36887,72",,"19,63",,"19,97"
28/07/2006,"37381,06",,"20,2",,"20,14"
31/07/2006,"37077,12",,"19,88",,"20,04"
01/08/2006,"36839,31",,"19,93",,"20,09"
02/08/2006,"37288,40",,"20,28",,"20,41"
03/08/2006,"37451,19",,"20,53",,"20,51"
04/08/2006,"37847,88",,"20,96",,"20,4"
07/08/2006,"37697,55",,"20,61",,"20,65"
08/08/2006,"37600,44",,"20,41",,"20,63"
09/08/2006,"37255,12",,"19,99",,"20,48"
10/08/2006,"37353,76",,"19,72",,"20,42"
11/08/2006,"36944,43",,"19,28",,"20,27"
14/08/2006,"36556,88",,"18,96",,"19,79"
15/08/2006,"37295,93",,"18,77",,"20,18"
16/08/2006,"37677,81",,"19,05",,"20,22"
17/08/2006,"37558,89",,"19,05",,"19,8"
18/08/2006,"37551,71",,"19,03",,"20,04"
21/08/2006,"37160,60",,"18,91",,"19,8"
22/08/2006,"36677,51",,"18,58",,"19,76"
23/08/2006,"35512,10",,"17,85",,"19,13"
24/08/2006,"35797,26",,"18,1",,"19,33"
25/08/2006,"35957,52",,"18,15",,"19,6"
28/08/2006,"36374,51",,"18,64",,"19,49"
29/08/2006,"36303,67",,"18,63",,"19,26"
30/08/2006,"36313,43",,"18,59",,"19,24"
31/08/2006,"36232,22",,"18,29",,"19,19"
01/09/2006,"37329,15",,"18,96",,"19,59"
04/09/2006,"37693,35",,"19,18",,"19,72"
05/09/2006,"37367,96",,"19,38",,"19,47"
06/09/2006,"36709,87",,"18,98",,"18,91"
08/09/2006,"36558,48",,"18,78",,"18,39"
11/09/2006,"35772,49",,"17,97",,"17,66"
12/09/2006,"36146,66",,18,,"17,68"
13/09/2006,"36549,71",,"18,32",,"18,17"
14/09/2006,"36153,60",,"18,05",,"17,65"
15/09/2006,"36169,93",,"17,94",,"17,53"
18/09/2006,"36482,78",,"18,18",,"18,14"
19/09/2006,"35885,68",,"17,77",,"17,78"
20/09/2006,"35196,59",,"17,28",,"17,26"
21/09/2006,"34830,08",,"17,63",,"17,26"
22/09/2006,"34798,80",,"17,4",,"17,03"
25/09/2006,"34972,74",,"17,19",,"17,1"
26/09/2006,"35818,97",,"17,65",,"17,46"
27/09/2006,"36105,64",,"18,18",,"17,9"
28/09/2006,"36486,19",,"18,4",,"18,13"
29/09/2006,"36449,40",,"18,51",,"18,12"
02/10/2006,"37057,75",,"18,78",,"18,09"
03/10/2006,"36437,55",,"18,09",,"17,32"
04/10/2006,"37749,29",,"18,79",,"17,91"
05/10/2006,"37976,86",,"19,11",,"17,9"
06/10/2006,"37940,44",,"19,14",,"17,95"
09/10/2006,"38406,37",,"19,41",,"18,24"
10/10/2006,"38654,69",,"19,62",,"18,34"
11/10/2006,"38322,21",,"19,78",,"18,16"
13/10/2006,"38850,16",,"20,15",,"18,6"
16/10/2006,"39229,06",,"20,47",,"18,8"
17/10/2006,"38897,50",,"20,14",,"18,45"
18/10/2006,"38685,99",,"20,17",,"18,3"
19/10/2006,"38919,75",,"20,44",,"18,66"
20/10/2006,"38642,82",,"20,51",,"18,34"
23/10/2006,"39226,76",,"20,7",,"18,27"
24/10/2006,"39498,98",,"21,39",,"18,71"
25/10/2006,"39562,63",,"21,72",,"19,33"
26/10/2006,"39644,78",,"21,57",,"19,33"
27/10/2006,"39328,47",,"21,4",,"19,22"
30/10/2006,"38900,49",,"21,19",,"18,98"
31/10/2006,"39262,79",,"21,47",,"19,19"
01/11/2006,"39930,05",,"22,05",,"19,41"
03/11/2006,"40435,00",,"22,3",,"19,75"
06/11/2006,"41246,61",,"22,8",,"20,16"
07/11/2006,"41048,31",,"22,61",,"20,01"
08/11/2006,"41334,23",,"22,61",,"20,42"
09/11/2006,"40815,48",,"23,02",,"20,44"
10/11/2006,"40719,92",,"22,82",,"20,73"
13/11/2006,"40605,79",,"22,25",,"20,16"
14/11/2006,"41290,70",,"22,37",,"20,36"
16/11/2006,"41161,87",,"22,47",,"20,01"
20/11/2006,"41029,43",,"22,41",,"19,88"
21/11/2006,"41570,40",,"22,92",,"20,31"
22/11/2006,"41912,92",,"23,03",,"20,32"
23/11/2006,"42069,83",,"23,05",,"20,21"
24/11/2006,"41757,72",,"23,02",,"20,25"
27/11/2006,"40914,63",,"22,81",,"20,08"
28/11/2006,"41043,15",,"22,8",,"20,19"
29/11/2006,"41970,01",,"23,48",,"20,84"
30/11/2006,"41931,84",,"23,52",,"20,95"
01/12/2006,"41327,07",,"23,15",,"20,7"
04/12/2006,"42654,33",,"24,3",,"21,09"
05/12/2006,"43157,28",,"25,16",,"21,33"
06/12/2006,"43096,16",,"24,93",,"21,31"
07/12/2006,"42909,29",,"24,53",,"21,37"
08/12/2006,"42977,58",,"24,22",,"21,56"
11/12/2006,"43297,06",,"24,72",,"21,53"
12/12/2006,"43018,45",,"24,51",,"21,43"
13/12/2006,"43284,52",,"24,63",,"21,39"
14/12/2006,"43754,56",,"24,98",,"21,58"
15/12/2006,"43595,70",,"25,04",,"21,6"
18/12/2006,"43508,73",,"24,79",,"21,66"
19/12/2006,"43589,72",,"24,89",,"21,83"
20/12/2006,"43502,36",,"24,71",,"22,15"
22/12/2006,"43355,73",,"24,75",,"22,08"
26/12/2006,"43603,08",,"25,03",,"22,02"
27/12/2006,"44526,36",,"24,97",,"22,21"
28/12/2006,"44473,71",,"25,41",,"22,63"
29/12/2006,"44473,71",,"25,16",,"22,76"
02/01/2007,"45382,61",,"25,72",,"23,26"
03/01/2007,"44445,29",,"24,65",,"22,46"
04/01/2007,"44019,77",,"24,64",,"21,98"
05/01/2007,"42245,16",,"23,68",,"21,31"
08/01/2007,"42829,93",,"24,18",,"21,5"
09/01/2007,"42006,78",,"23,8",,21
10/01/2007,"42335,67",,"24,45",,"20,87"
11/01/2007,"42670,32",,"24,7",,"20,85"
12/01/2007,"43094,97",,"25,38",,"20,82"
15/01/2007,"42919,17",,"25,24",,"20,81"
16/01/2007,"42624,22",,"25,23",,"20,39"
17/01/2007,"42735,48",,"25,24",,"20,32"
18/01/2007,"42477,92",,"25,08",,"19,99"
19/01/2007,"43427,64",,"25,77",,"20,83"
22/01/2007,"43553,30",,"26,28",,"20,87"
23/01/2007,"44177,20",,"27,35",,"21,54"
24/01/2007,"44686,73",,"28,14",,"21,72"
26/01/2007,"44412,35",,"27,73",,"21,45"
29/01/2007,"43573,49",,"27,31",,"20,88"
30/01/2007,"44044,23",,"27,33",,"21,36"
31/01/2007,"44641,60",,"27,9",,"21,61"
01/02/2007,"44815,01",,"28,1",,"21,56"
02/02/2007,"44997,83",,"27,9",,"21,82"
05/02/2007,"45286,17",,"27,94",,"21,67"
06/02/2007,"45351,80",,"28,6",,"21,34"
07/02/2007,"44587,96",,"28,18",,"20,71"
08/02/2007,"44891,94",,"28,28",,"21,04"
09/02/2007,"44284,40",,"27,87",,"20,67"
12/02/2007,"43934,75",,"27,71",,"20,41"
13/02/2007,"45197,45",,"28,71",,"20,79"
14/02/2007,"45995,60",,"29,61",,"20,65"
15/02/2007,"45955,07",,"29,79",,"20,41"
16/02/2007,"45894,03",,"29,79",,"20,45"
21/02/2007,"46090,24",,"30,41",,"20,44"
22/02/2007,"46452,26",,"30,72",,"20,78"
23/02/2007,"46015,79",,"30,23",,"20,95"
26/02/2007,"46207,40",,"30,45",,"21,04"
27/02/2007,"43145,33",,"28,03",,"19,66"
28/02/2007,"43892,31",,"29,05",,"19,78"
01/03/2007,"43516,91",,"28,43",,"19,53"
02/03/2007,"42369,84",,"27,53",,"18,94"
05/03/2007,"41179,16",,"26,43",,"18,53"
06/03/2007,"43218,40",,"28,47",,"19,23"
07/03/2007,"42667,18",,"28,32",,"19,02"
08/03/2007,"43465,83",,"28,55",,"19,53"
09/03/2007,"44133,42",,"29,07",,"19,61"
12/03/2007,"44249,23",,"29,31",,"19,33"
13/03/2007,"42749,38",,"28,36",,"19,01"
14/03/2007,"43288,44",,"28,89",,"19,07"
15/03/2007,"43278,19",,"29,39",,"18,89"
16/03/2007,"42730,04",,"29,02",,"18,55"
19/03/2007,"43712,00",,"29,8",,"18,96"
20/03/2007,"44350,87",,"29,81",,"19,41"
21/03/2007,"45630,86",,"30,07",,"19,97"
22/03/2007,"45424,18",,"29,75",,"20,25"
23/03/2007,"45532,53",,"29,72",,"20,33"
26/03/2007,"45644,56",,"30,11",,"20,57"
27/03/2007,"45206,53",,"29,77",,"20,37"
28/03/2007,"44484,10",,"29,07",,"20,29"
29/03/2007,"45355,13",,"29,54",,"21,27"
30/03/2007,"45804,66",,"29,96",,"21,29"
02/04/2007,"45597,48",,"29,91",,"21,23"
03/04/2007,"46288,16",,"30,95",,"21,11"
04/04/2007,"46553,93",,"31,3",,"21,39"
05/04/2007,"46646,57",,"31,42",,"21,48"
09/04/2007,"46854,71",,"31,47",,"21,42"
10/04/2007,"47174,07",,"31,68",,"21,73"
11/04/2007,"46939,19",,"31,9",,"21,43"
12/04/2007,"47346,56",,"32,29",,"21,71"
13/04/2007,"47926,23",,"32,46",,"22,18"
16/04/2007,"48921,00",,"33,48",,"22,62"
17/04/2007,"48755,48",,"33,67",,"22,2"
18/04/2007,"48709,84",,"33,34",,"21,98"
19/04/2007,"48762,13",,"33,11",,"21,63"
20/04/2007,"48408,18",,"33,72",,"21,85"
23/04/2007,"49162,09",,"33,89",,"21,67"
24/04/2007,"49070,86",,"33,85",,"21,62"
25/04/2007,"49675,59",,"33,9",,"22,09"
26/04/2007,"49067,69",,"33,04",,"21,59"
27/04/2007,"49229,60",,"33,12",,"21,43"
30/04/2007,"48957,39",,"33,01",,"21,02"
02/05/2007,"49471,54",,"33,29",,"21,21"
03/05/2007,"50218,22",,"34,28",,"21,48"
04/05/2007,"50597,79",,"35,04",,"21,4"
07/05/2007,"50281,73",,"34,52",,"20,93"
08/05/2007,"50277,69",,"34,14",,"20,97"
09/05/2007,"51300,13",,"35,6",,"21,01"
10/05/2007,"50234,68",,"34,7",,"20,63"
11/05/2007,"50902,38",,"35,13",,"21,03"
14/05/2007,"50510,76",,"34,47",,"21,08"
15/05/2007,"50518,21",,"34,24",,"20,98"
16/05/2007,"51737,56",,"34,88",,"21,39"
17/05/2007,"51631,47",,"34,38",,"21,41"
18/05/2007,"52077,68",,"34,61",,"21,61"
21/05/2007,"52423,45",,"34,47",,"21,83"
22/05/2007,"52208,09",,"34,08",,"21,8"
23/05/2007,"51812,50",,"33,57",,"21,94"
24/05/2007,"50530,65",,"32,58",,"21,44"
25/05/2007,"51617,97",,"33,44",,"21,71"
28/05/2007,"52119,97",,"33,65",,"21,78"
29/05/2007,"51713,18",,"33,3",,"21,41"
30/05/2007,"52527,65",,"34,1",,"21,71"
31/05/2007,"52268,46",,"34,48",,"21,36"
01/06/2007,"53422,68",,"35,31",,"21,89"
04/06/2007,"53242,68",,"35,46",,"22,16"
05/06/2007,"53162,21",,"35,39",,"22,32"
06/06/2007,"52049,31",,"34,52",,"21,81"
08/06/2007,"52329,68",,"34,14",,"22,04"
11/06/2007,"52776,84",,"34,35",,"22,32"
12/06/2007,"51797,14",,"33,35",,"22,37"
13/06/2007,"52993,73",,"34,14",,"22,87"
14/06/2007,"53712,89",,"34,71",,"23,24"
15/06/2007,"54518,63",,"35,23",,"23,59"
18/06/2007,"54730,45",,"35,75",,"23,69"
19/06/2007,"54643,72",,"34,66",,"24,02"
20/06/2007,"54029,24",,"34,34",,"23,61"
21/06/2007,"54656,88",,"34,78",,"23,85"
22/06/2007,"54267,10",,"34,56",,"23,85"
25/06/2007,"54041,57",,"34,34",,"23,8"
26/06/2007,"53851,68",,"33,81",,"23,57"
27/06/2007,"54143,07",,"34,18",,"23,81"
28/06/2007,"54146,59",,"33,4",,"23,8"
29/06/2007,"54392,06",,"34,05",,"24,02"
02/07/2007,"55371,21",,"34,98",,"24,55"
03/07/2007,"55699,70",,"35,13",,"24,96"
04/07/2007,"55696,47",,"35,7",,"25,08"
05/07/2007,"55932,34",,"36,04",,"25,21"
06/07/2007,"56443,73",,"36,53",,"25,45"
10/07/2007,"55882,70",,"36,25",,"25,03"
11/07/2007,"56356,13",,"37,19",,"25,23"
12/07/2007,"57613,05",,"39,03",,"25,8"
13/07/2007,"57644,16",,"38,56",,"25,96"
16/07/2007,"57374,40",,"37,92",,"25,71"
17/07/2007,"57659,65",,"38,06",,"26,18"
18/07/2007,"57555,85",,"38,22",,"26,11"
19/07/2007,"58124,57",,"38,56",,"26,49"
20/07/2007,"57442,74",,"38,17",,"26,3"
23/07/2007,"58036,77",,"39,21",,"26,73"
24/07/2007,"55794,57",,38,,"25,23"
25/07/2007,"56001,30",,"37,48",,"25,6"
26/07/2007,"53893,15",,"36,09",,"24,4"
27/07/2007,"52922,23",,"35,58",,"23,74"
30/07/2007,"54572,61",,"36,95",,"24,83"
31/07/2007,"54182,50",,"37,19",,"24,51"
01/08/2007,"54233,87",,"37,14",,"24,35"
02/08/2007,"54690,93",,"37,43",,"24,53"
03/08/2007,"52846,38",,"35,7",,"23,48"
06/08/2007,"53091,10",,"35,7",,"23,5"
07/08/2007,"53802,48",,"36,63",,"23,59"
08/08/2007,"55241,37",,"37,64",,"24,48"
09/08/2007,"53430,84",,"36,16",,"23,52"
10/08/2007,"52638,13",,"34,99",,"23,01"
13/08/2007,"52434,01",,"35,09",,"23,2"
